postulationDate,studyCenter,careerField,careerStatus,careerDegree,studiesNumber
2019-11-06,Universidad Nacional Pedro Ruiz Gallo - Lambayeque,Ing. Informatica,Graduado,Universitario,1
2019-11-05,Universidad Privada Telesup,Ing. En Sistemas,Graduado,Universitario,2
2019-11-05,Instituto De Seguridad Minera - Isem,Mineria / Petroleo / Gas,Graduado,Otro,5
2019-11-05,Bsgrupo,Tecnologias De La Informacion,Graduado,Otro,6
2019-11-05,Cibertec,Ing. En Sistemas,Graduado,Universitario,2
2019-11-05,Universidad Tecnologica Del Peru,Ing. Telecomunicaciones,Graduado,Universitario,2
2019-11-05,Universidad De Ciencias Y Humanidades,Ing. En Sistemas,Graduado,Universitario,1
2019-11-05,Universidad Cesar Vallejo,Adm. De Empresas,En Curso,Master,2
2019-11-05,Instituto Cultural Peruano Norteamericano,Interprete,En Curso,Otro,4
2019-11-18,Nextech Education Center,Tecnologias De La Informacion,Graduado,Posgrado,3
2019-11-05,Universidad Autonoma Del Peru,Ing. En Sistemas,En Curso,Universitario,1
2019-11-05,Utp,Ing. En Sistemas,En Curso,Universitario,2
2019-11-05,Universidad Peruana De Ciencias E Informatica,Ing. En Sistemas,Graduado,Universitario,2
2019-11-05,Cibertec,Ing. Informatica,Graduado,Otro,14
2019-11-05,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,En Curso,Universitario,1
2019-11-05,Universidad Peruana De Las Americas,Tecnologias De La Informacion,Graduado,Universitario,1
2019-11-05,Cibertec,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,1
2019-11-05,Instituto Superior Sise,Ing. En Sistemas,Graduado,Universitario,1
2019-11-05,Universidad De San Martin De Porres,Ing. En Sistemas,Graduado,Otro,1
2019-11-05,Instituto Superior De Comunicacion Y Diseno Toulouse Lautrec,Arquitectura,Graduado,Terciario/Tecnico,3
2019-11-18,Universidad De Lima,Adm. De Empresas,Graduado,Universitario,1
2019-11-05,Universidad Privada Del Norte,Ing. Informatica,En Curso,Universitario,2
2019-11-05,Universidad Peruana De Ciencias E Informatica,Ing. Informatica,En Curso,Universitario,5
2019-11-05,Idat,Computacion / Informatica,Graduado,Terciario/Tecnico,1
2019-11-05,Universidad Ricardo Palma,Adm. De Empresas,Graduado,Universitario,2
2019-11-18,Instituto Cibertec,Tecnologias De La Informacion,En Curso,Universitario,2
2019-11-18,Instituto Cibertec,Adm. De Empresas,Graduado,Terciario/Tecnico,1
2019-11-20,Udemy,Analisis De Sistemas,Graduado,Otro,3
2019-11-05,Universidad Cientifica Del Sur,Ing. En Sistemas,En Curso,Universitario,1
2019-11-05,Scum Study,Tecnologias De La Informacion,Graduado,Otro,12
2019-11-05,Universidad Nacional Mayor De San Marcos,Ing. En Sistemas,En Curso,Universitario,1
2019-11-05,Instituto Universitario Politecnico Santiago Marino,Ing. En Sistemas,Graduado,Universitario,3
2019-11-05,Universidad Inca Garcilaso De La Vega,Ing. En Sistemas,Graduado,Universitario,1
2019-11-05,Universidad Privada Del Norte,Ing. En Sistemas,Graduado,Universitario,1
2019-11-04,Universidad Peruana De Las Americas,Ing. En Sistemas,Graduado,Universitario,1
2019-11-04,6Sigma Study,Procesos / Calidad Total,Graduado,Otro,10
2019-11-04,Universidad Nacional Federico Villarreal,Ing. Industrial,Graduado,Master,3
2019-11-04,Universidad Peruana De Las Americas,Ing. En Sistemas,En Curso,Universitario,2
2019-11-04,Google,Marketing / Comercializacion,Graduado,Otro,8
2019-11-05,Universidad Peruana De Ciencias Aplicadas,Adm. De Empresas,En Curso,Universitario,2
2019-11-04,I.U. De Tecnologia Americo Vespucio,Tecnologias De La Informacion,Graduado,Otro,3
2019-11-04,Universidad Privada Del Norte,Ing. En Sistemas,En Curso,Universitario,2
2019-11-04,Universidad Privada Del Norte,Ing. En Sistemas,En Curso,Universitario,1
2019-11-04,Universidad De Lima,Ing. En Sistemas,Graduado,Universitario,1
2019-11-04,Instituto De Educacion Superior Abaco,Computacion / Informatica,Graduado,Otro,1
2019-11-04,Escuela Nacional De Archiveros,Finanzas,Graduado,Otro,3
2019-11-04,Universidad Jose Antonio Paez (Ujap),Telecomunicaciones,Graduado,Universitario,1
2019-11-04,Instituto De Educacion Superior Tecnologico Cesca,Computacion / Informatica,Graduado,Terciario/Tecnico,1
2019-11-04,Data Consulting Sac,Ing. En Sistemas,En Curso,Otro,2
2019-11-05,Instituto Cibertec,Computacion / Informatica,Graduado,Terciario/Tecnico,1
2019-11-04,Universidad Nacional De La Amazonia Peruana,Bachiller,Graduado,Universitario,1
2019-11-04,Universidad Privada Telesup,Ing. En Sistemas,Graduado,Universitario,2
2019-11-04,Universidad Tecnologica Del Peru,Ing. En Sistemas,En Curso,Universitario,1
2019-11-04,Universidad Peruana Simon Bolibar,Adm. De Empresas,En Curso,Universitario,2
2019-11-04,Universidad Tecnologica Del Peru,Ing. En Sistemas,Graduado,Universitario,2
2019-11-04,New Horizons Peru,Tecnologias De La Informacion,Abandonado,Otro,2
2019-11-04,Universidad Nacional Mayor De San Marcos,Ing. Industrial,Graduado,Universitario,1
2019-11-04,Instituto Cibertec,Ing. Informatica,En Curso,Terciario/Tecnico,3
2019-11-04,Universidad Cesar Vallejo,Ing. En Sistemas,Graduado,Posgrado,1
2019-11-04,Utp,Ing. En Sistemas,En Curso,Universitario,4
2019-11-05,Universidad Tecnologica Del Peru,Ing. En Sistemas,Graduado,Universitario,1
2019-11-04,Instituto Cibertec,Tecnico,Graduado,Terciario/Tecnico,3
2019-11-04,Quality Learning Center,Tecnologias De La Informacion,Graduado,Posgrado,11
2019-11-04,Universidad Tecnologica Del Peru,Ing. En Sistemas,En Curso,Universitario,1
2019-11-04,Universidad Nacional Federico Villarreal,Telecomunicaciones,Graduado,Universitario,1
2019-11-04,Universidad Peruana De Ciencias Aplicadas,Ing. Informatica,Abandonado,Universitario,2
2019-11-04,Cedhinfo,Programacion,En Curso,Otro,4
2019-11-04,Usil,Ing. Industrial,Graduado,Universitario,2
2019-11-04,Universidad Inca Garcilaso De La Vega,Ing. En Sistemas,Graduado,Universitario,2
2019-11-05,Universidad Inca Garcilaso De La Vega,Ing. En Sistemas,Graduado,Universitario,1
2019-11-05,Upc,Ing. Telecomunicaciones,En Curso,Universitario,4
2019-11-05,Universidad Alas Peruanas,Ing. En Sistemas,Graduado,Posgrado,2
2019-11-05,Universidad San Ignacio De Loyola,Ing. En Sistemas,Graduado,Universitario,3
2019-11-05,Pmc,Tecnologias De La Informacion,Graduado,Otro,12
2019-11-05,Xerox Learning,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,7
2022-06-09,Univeridad De Lima,Ing. Industrial,Graduado,Universitario,1
2022-05-27,Universidad Ricardo Palma,Contabilidad / Auditoria,Graduado,Posgrado,12
2022-05-17,Universidad Industrial De Santander,Procesos / Calidad Total,Graduado,Otro,5
2022-05-17,Utp,Ing. Industrial,Graduado,Posgrado,1
2022-05-12,Universidad Nacional De Ingenieria,Procesos / Calidad Total,Graduado,Posgrado,12
2022-05-03,Otro,Ing. En Sistemas,Graduado,Posgrado,5
2022-04-22,Universidad Privada De Ciencias Aplicadas,Ing. Industrial,En Curso,Posgrado,8
2022-04-12,Universidad Esan,Adm. De Empresas,Graduado,Master,5
2022-04-07,Sencico Escuela Superior Tecnica,Construccion / Obras Civiles,Graduado,Terciario/Tecnico,6
2022-04-06,Universidad Esan,Ing. Industrial,Graduado,Posgrado,3
2022-04-06,Pontificia Universidad Catolica Del Peru,Ing. Industrial,Graduado,Universitario,1
2022-06-03,Universidad Nacional Federico Villarreal,Analisis De Sistemas,Graduado,Universitario,1
2022-04-05,Universidad Privada Del Norte,Adm. De Empresas,En Curso,Universitario,12
2022-04-05,Universidad Nacional Mayor De San Marcos,Ing. - Otros,Graduado,Master,2
2022-04-05,Universidad Privada Del Norte,Ing. Industrial,Graduado,Universitario,1
2022-04-05,Escuela De Post Grado - Universidad San Ignacio De Loyola,Finanzas,En Curso,Master,9
2022-04-05,Linkedin,Tecnologias De La Informacion,Graduado,Otro,11
2022-04-04,Otros,Otra,Graduado,Otro,4
2022-06-01,Universidad Peruana De Ciencias Aplicadas,Marketing / Comercializacion,Graduado,Universitario,1
2022-05-31,Universidad Privada Del Norte,Ing. Industrial,Graduado,Universitario,1
2022-05-30,Universidad Nacional Mayor De San Marcos,Ing. Industrial,En Curso,Universitario,3
2022-05-30,Ipae -Instituto Peruano De Accion Empresarial,Adm. Y Gestion Publica,Graduado,Posgrado,4
2022-05-27,Ipae,Ing. Telecomunicaciones,Graduado,Otro,6
2022-05-27,Universidad Tecnologica Del Peru,Otra,Graduado,Otro,2
2022-05-27,Universidad Privada Del Norte,Ing. Industrial,En Curso,Universitario,1
2022-06-23,U.Continental,Adm. De Empresas,Graduado,Posgrado,7
2022-09-06,Universidad Nacional Del Callao,Ing. En Sistemas,En Curso,Universitario,1
2022-09-02,Isil,Ing. Informatica,Graduado,Terciario/Tecnico,1
2022-09-02,Universidad Nacional Federico Villarreal,Ing. Informatica,En Curso,Universitario,1
2022-09-01,Universidad Tecnologica Del Peru,Ing. Informatica,En Curso,Universitario,2
2022-09-01,Universidad Nacional Pedro Ruiz Gallo,Ing. Informatica,Graduado,Universitario,1
2022-09-01,Utp,Ing. En Sistemas,En Curso,Universitario,1
2022-08-31,Idat,Programacion,En Curso,Terciario/Tecnico,1
2022-08-31,Universidad Privada Del Norte,Ing. En Sistemas,En Curso,Universitario,1
2022-08-31,Universidad Catolica San Pablo,Computacion / Informatica,Graduado,Universitario,1
2022-08-31,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,En Curso,Universitario,1
2022-08-30,Universidad Tecnologica Del Peru,Ing. En Sistemas,En Curso,Universitario,2
2022-09-06,Universidad Continental De Ciencias E Ingenieria,Ing. En Sistemas,En Curso,Universitario,2
2022-08-30,Isil,Computacion / Informatica,Graduado,Terciario/Tecnico,1
2022-08-30,Universidad Tecnologica Del Peru,Programacion,En Curso,Universitario,1
2022-08-30,University Of Texas Austin,Ing. Electronica,Graduado,Otro,2
2022-08-30,Instituto Cibertec,Tecnologias De La Informacion,En Curso,Terciario/Tecnico,3
2022-08-29,Universidad Privada Del Norte,Ing. En Sistemas,Graduado,Universitario,2
2022-08-29,Universidad Jose Faustino Sanchez Carrion - Huacho,Ing. En Sistemas,En Curso,Universitario,1
2022-08-29,Universidad De Lima,Ing. En Sistemas,En Curso,Universitario,1
2022-08-28,Universidad De Lima,Ing. En Sistemas,En Curso,Universitario,1
2022-08-27,Universidad De Piura(Udep),Ing. En Sistemas,Graduado,Universitario,1
2022-09-06,Universidad Mayor De San Marcos,Ing. Electronica,En Curso,Universitario,1
2022-08-27,Universidad Nacional San Agustin De Arequipa,Ing. En Sistemas,Graduado,Universitario,1
2022-08-26,Univeridad Privada Del Norte,Programacion,En Curso,Universitario,1
2022-08-26,Usil,Ing. En Sistemas,En Curso,Universitario,1
2022-08-26,Universidad La Salle,Ing. - Otros,En Curso,Universitario,1
2022-08-26,Instituto Genova,Computacion / Informatica,Graduado,Terciario/Tecnico,1
2022-08-26,Instituto Universitario Jesus Obrero,Computacion / Informatica,Graduado,Terciario/Tecnico,1
2022-08-25,Universidad Cientifica Del Sur,Ing. En Sistemas,Graduado,Universitario,1
2022-08-25,Universidad Nacional Federico Villarreal,Ing. En Sistemas,En Curso,Universitario,1
2022-08-24,Universidad De Ciencias Y Humanidades,Ing. En Sistemas,En Curso,Universitario,1
2022-08-24,Universidad Peruana De Ciencias Aplicadas,Computacion / Informatica,En Curso,Universitario,4
2022-09-05,Universidad Continental De Ciencias E Ingenieria,Ing. Informatica,En Curso,Universitario,1
2022-08-24,Universidad Tecnologica Del Peru,Ing. En Sistemas,En Curso,Universitario,2
2022-08-24,Universidad Norbert Wiener,Ing. En Sistemas,En Curso,Universitario,2
2022-08-23,Idat,Diseno Web,Graduado,Terciario/Tecnico,2
2022-08-23,Tecsup,Telecomunicaciones,Graduado,Terciario/Tecnico,4
2022-08-22,Instituto Cibertec,Computacion / Informatica,Graduado,Terciario/Tecnico,1
2022-08-18,Universidad Nacional San Agustin De Arequipa,Computacion / Informatica,En Curso,Universitario,1
2022-08-17,Universidad Nacional De Ingenieria,Computacion / Informatica,En Curso,Universitario,1
2022-08-17,Universidad Nacional De Piura,Bachiller,En Curso,Universitario,1
2022-08-17,Universidad Nacional Mayor De San Marcos,Ing. En Sistemas,En Curso,Universitario,1
2022-08-16,Universidad Autonoma Del Peru,Ing. En Sistemas,Graduado,Universitario,1
2022-09-05,Universidad Nacional De Piura,Ing. Informatica,En Curso,Universitario,1
2022-08-16,Cibertec,Computacion / Informatica,En Curso,Universitario,2
2022-08-16,Instituto Cibertec,Computacion / Informatica,Graduado,Universitario,1
2022-08-16,Universidad Nacional Tecnologica De Lima Sur,Ing. En Sistemas,En Curso,Universitario,1
2022-08-15,Universidad Nacional De San Agustin,Computacion / Informatica,En Curso,Universitario,1
2022-08-15,Brigham Young University - Idaho,Tecnologias De La Informacion,En Curso,Universitario,2
2022-08-15,Pontificia Universidad Catolica Del Peru,Tecnologias De La Informacion,Graduado,Otro,4
2022-08-15,Universidad Privada Los Angeles - Chimbote,Ing. En Sistemas,Graduado,Universitario,1
2022-08-14,Universidad Del Valle,Ing. En Sistemas,En Curso,Universitario,1
2022-08-14,Universidad Peruana De Ciencias Aplicadas,Ing. Informatica,En Curso,Universitario,1
2022-09-05,Untels,Ing. En Sistemas,En Curso,Universitario,1
2022-08-14,Universidad Nacional De San Agustin De Arequipa,Computacion / Informatica,En Curso,Universitario,1
2022-08-14,Coderhouse,Diseno Web,En Curso,Otro,2
2022-08-14,Instituto Cibertec,Tecnologias De La Informacion,En Curso,Terciario/Tecnico,2
2022-08-13,Universidad Nacional De San Cristobal De Huamanga,Ing. En Sistemas,En Curso,Universitario,1
2022-08-12,Universidad Privada Del Norte,Ing. En Sistemas,En Curso,Universitario,1
2022-08-12,Freecodecamp,Tecnologias De La Informacion,En Curso,Terciario/Tecnico,11
2022-08-12,Universidad Privada Del Norte,Ing. En Sistemas,En Curso,Universitario,1
2022-08-12,Pontificia Universidad Catolica Del Peru,Ing. Electronica,Graduado,Universitario,1
2022-08-12,Platzi,Tecnologias De La Informacion,Graduado,Otro,2
2022-08-12,Instituto Universitario Politecnico Santiago Marino,Ing. Industrial,Graduado,Universitario,1
2022-09-04,Instituto Superior Tecnologico Privado Cibertec,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,1
2022-08-11,Universidad Inca Garcilaso De La Vega,Ing. En Sistemas,Graduado,Universitario,2
2022-08-11,Cibertec,Fisioterapia,En Curso,Terciario/Tecnico,2
2022-08-11,Universidad Nacional Micaela Bastidas De Apurimac,Ing. Informatica,En Curso,Universitario,1
2022-08-10,Universidad De Las Americas,Ing. En Sistemas,Graduado,Universitario,1
2022-08-10,Universidad Nacional Federico Villarreal,Ing. Informatica,En Curso,Universitario,2
2022-08-10,Universidad Nacional De Ingenieria,Computacion / Informatica,Graduado,Otro,4
2022-08-10,Pucp,Ing. - Otros,Graduado,Posgrado,4
2022-08-10,Universidad Privada Del Norte,Ing. Industrial,Graduado,Universitario,2
2022-08-10,Universidad Nacional Del Callao,Ing. En Sistemas,En Curso,Universitario,1
2022-08-10,Ist Sise,Adm. De Empresas,Graduado,Terciario/Tecnico,3
2022-09-04,Idat,Programacion,En Curso,Terciario/Tecnico,1
2022-08-10,Instituto Cibertec,Tecnologias De La Informacion,En Curso,Terciario/Tecnico,2
2022-08-10,Universidad Cesar Vallejo,Ing. Informatica,Graduado,Universitario,1
2022-09-04,Universidad Nacional De Trujillo,Ing. En Sistemas,En Curso,Universitario,1
2022-09-06,Universidad Ricardo Palma,Ing. Informatica,En Curso,Universitario,1
2022-03-15,Instituto Superior Sise,Comunicacion Social,Graduado,Terciario/Tecnico,3
2022-03-05,Universidad Nacional Federico Villarreal,Ing. - Otros,En Curso,Universitario,2
2022-03-04,Universidad Andina Del Cusco,Ing. En Sistemas,Graduado,Master,2
2022-03-04,Axelos,Tecnico,Graduado,Otro,23
2022-03-04,Udemy,Ing. En Sistemas,Graduado,Otro,17
2022-02-28,Universidad Nacional Mayor De San Marcos,Ing. En Sistemas,En Curso,Universitario,1
2022-02-27,Platzi,Programacion,Graduado,Otro,20
2022-02-26,Uiversidad Peruana Union,Ing. - Otros,Graduado,Universitario,1
2022-02-26,Asociacion Cultural Peruano Britanica,Traduccion,Graduado,Terciario/Tecnico,2
2022-02-26,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,En Curso,Universitario,1
2022-02-24,Isil,Ing. En Sistemas,Graduado,Terciario/Tecnico,1
2022-03-14,Universidad Nacional Del Centro Del Peru,Ing. En Sistemas,Graduado,Universitario,1
2022-02-24,Universidad Tecnologica Del Peru,Ing. En Sistemas,En Curso,Universitario,2
2022-02-23,Social Data Consulting,Ing. Informatica,Graduado,Otro,2
2022-02-21,Universidad Privada Del Norte,Ing. En Sistemas,En Curso,Universitario,1
2022-02-17,Universidad Privada San Juan Bautista,Adm. De Empresas,En Curso,Universitario,2
2022-02-16,Cisco,Computacion / Informatica,En Curso,Otro,8
2022-02-15,Pontificia Universidad Catolica Del Peru,Ing. Informatica,En Curso,Universitario,1
2022-02-13,Universidad Nacional De Ingenieria,Ing. Electronica,En Curso,Universitario,1
2022-02-11,Senati - Programa Nacional De Informatica,Programacion,En Curso,Terciario/Tecnico,1
2022-02-10,Universidad Peruana De Ciencias Aplicadas,Tecnologias De La Informacion,Graduado,Universitario,4
2022-02-10,Universidad De San Martin De Porres,Ing. Informatica,En Curso,Universitario,2
2022-03-09,Pontificia Universidad Catolica Del Peru,Ing. Electronica,Graduado,Universitario,1
2022-02-09,Universidad Nacional Mayor De San Marcos,Ing. En Sistemas,En Curso,Universitario,1
2022-02-09,Universidad Tecnologica Del Peru,Tecnologias De La Informacion,En Curso,Universitario,1
2022-02-08,Universidad De Piura,Ing. Industrial,En Curso,Universitario,1
2022-02-08,Udacity,Programacion,Graduado,Otro,5
2022-02-07,Universidad Nacional Del Callao,Ing. En Sistemas,En Curso,Universitario,1
2022-02-07,Universidad Nacional Mayor De San Marcos,Ing. Telecomunicaciones,En Curso,Universitario,1
2022-02-06,Pontificia Universidad Catolica Del Peru,Ing. Electronica,En Curso,Universitario,1
2022-02-06,Universidad Nacional Pedro Ruiz Gallo,Bachiller,Graduado,Universitario,1
2022-02-06,Universidad Catolica De Santa Maria - Arequipa,Ing. Electronica,Graduado,Universitario,2
2022-02-06,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,En Curso,Universitario,1
2022-03-09,Universidad Nacional Mayor De San Marcos,Ing. Electronica,Graduado,Universitario,1
2022-02-05,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,En Curso,Universitario,1
2022-02-05,Universidad Nacional Mayor De San Marcos,Ing. Industrial,En Curso,Universitario,1
2022-02-05,Bitel,Tecnologias De La Informacion,Graduado,Otro,8
2022-02-04,Repensar Educativo,Marketing / Comercializacion,Graduado,Otro,5
2022-02-04,Universidad Nacional Mayor De San Marcos,Computacion / Informatica,En Curso,Universitario,1
2022-02-04,Codecademy,Programacion,Graduado,Terciario/Tecnico,10
2022-02-04,Esan,Ing. En Sistemas,En Curso,Universitario,1
2022-02-04,Universidad De San Martin De Porres,Computacion / Informatica,En Curso,Universitario,1
2022-02-04,Universidad Cesar Vallejo,Ing. En Sistemas,Graduado,Universitario,1
2022-02-04,Universidad Privada Antenor Orrego - Trujillo,Ing. En Sistemas,En Curso,Universitario,1
2022-03-08,Universidad Nacional San Agustin De Arequipa,Ing. Telecomunicaciones,Graduado,Universitario,1
2022-02-03,Linkedin,Ing. Informatica,Graduado,Otro,7
2022-02-03,Junin Satipo,Ing. En Sistemas,Graduado,Universitario,1
2022-02-03,Universidad Nacional Pedro Ruiz Gallo,Ing. En Sistemas,Graduado,Universitario,2
2022-02-03,Universidad Nacional Federico Villarreal,Adm. De Empresas,En Curso,Universitario,1
2022-02-03,Universidad Privada Del Norte,Ing. En Sistemas,En Curso,Universitario,2
2022-02-02,Instituto Cibertec,Tecnico,Graduado,Terciario/Tecnico,2
2022-03-08,Universidad Nacional Mayor De San Marcos,Ing. En Sistemas,En Curso,Universitario,1
2022-03-07,Sistemas Uni,Estadistica,Graduado,Terciario/Tecnico,2
2022-03-07,Universidad Cesar Vallejo,Ing. En Sistemas,Graduado,Universitario,1
2022-03-06,Cibertec,Computacion / Informatica,Graduado,Terciario/Tecnico,4
